col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
Pabna,90,0,0,0,90,848,72
Rajshahi,1640,13193,59,7820,9460,1450,10827
Naogan,7981.9,0,0,0,7982,1078,12624
Chapainababgonj,242,1141,50,570.5,812.5,3242,1462.5
Sirajgoanj,1385,0,0,0,1385,547.48,1413
Bangladesh,11338.9,14334,59,8390.5,19729.4,2201.98,31763.81
