col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
Sirajganj,41,0,100,0,41,2592.6,106.297
Kurigram,18.35,61.65,34,21.21,40,4130,163.381
Bangladesh,59.35,61.65,34,21.21,81,3361.3,270.784
