Crop,2022-23_Yield_acre_maund,2022-23_Yield_hector_mton,2023-24_Yield_acre_maund,2023-24_Yield_hector_mton,Percentage_changes_over_previous_year
Wheat,40.04,3.693,40.79,3.763,1.89%
